"colName","description","units","dataType","sensorMakeModel","methodName","methodNotes","methodDOI","depthTopM","depthBottomM","depthHeight","zeroRef","notes"
"exp_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sit_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"plt_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"plt_block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"date",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soil.temp.manual.5cm...C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA















































