"colName","description","units","dataType","sensorMakeModel","methodName","methodNotes","methodDOI","depthTopM","depthBottomM","depthHeight","zeroRef","notes"
"Date",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Precipitacion(mm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA





