"colName","description","units","dataType","sensorMakeModel","methodName","methodNotes","methodDOI","depthTopM","depthBottomM","depthHeight","zeroRef","notes"
"TIMESTAMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RECORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DateTime(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DateTime(9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DateTime(4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DateTime(5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BattVolt_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pnl_Tmp_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wind_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wind_Max",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(6)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WindDir_Hst(8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solar_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solar_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AirTempRH_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AirTempRH_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VP_kPa_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rain_mm_Tot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mV_tpileR_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mV_tpileR_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mV_tpileR_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mV_tpileH_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mV_tpileH_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mV_tpileH_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TbodyRC_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TbodyRC_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TbodyRC_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TbodyHC_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TbodyHC_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TbodyHC_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarRC_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarRC_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarRC_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarHC_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarHC_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarHC_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TadjH_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TadjH_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TadjH_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TtarRCavg_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TadjHavg_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T_Diffrns_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T_Diffrns_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T_Diffrns_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PID_out_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PID_out_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PID_out_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PID_lmt_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PID_lmt_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PID_lmt_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ScldOut_Avg(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ScldOut_Avg(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ScldOut_Avg(3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TheaterTC_Avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA





