exp_name,sit_name,sit_lat,sit_long,datum,elevation,MAT,MAT_refPeriod,MAP,MAP_refPeriod,biome,leafPheno,species,landscape_position,slope,soil_drainage,soil_taxon_sys,soil_taxon,parent_material,aspect,soil_texture_class,site_notes,country,permafrost,soil_depth
Blodgett,Blodgett,38.908122,-120.66077,WGS84,1370,12.5,,1774,,temperate forest,conifer,Pinus ponderosa; Pinus lambertiana; Calocedrus decurrens; Abies concolor; Pseudotsuga menziesii,,,,USDA,Alfisols,igneous intrusive,,,,,,











