exp_name,sit_name,sit_lat,sit_long,datum,elevation,MAT,MAT_refPeriod,MAP,MAP_refPeriod,biome,leafPheno,species,landscape_position,slope,soil_drainage,soil_taxon_sys,soil_taxon,parent_material,aspect,soil_texture_class,site_notes,country,permafrost,soil_depth
Achenkirch,montane forest,47.58055556,11.63916667,,910,6.8,,1563,,temperate forest,evergreen,Picea abies; Abies alba; Fagus sylvatica,,,,WRB,chromic cambisols; rendzic leptosols,igneous intrusive; dolomite,,,,,,











