exp_name,sit_name,sit_lat,sit_long,datum,elevation,country,MAT,MAT_refPeriod,MAP,MAP_refPeriod,landCover,leafPheno,species,landscape_position,slope,aspect,soil_drainage,soil_texture_class,soil_taxon_sys,soil_taxon,parent_material,site_notes,permafrost,soil_depth
DFWEP,dinghushan,23.15,112.5,,30-1000,China,20.8,,1950,,subtropical forest,,Schima superba; Syzygium rehderianum; Itea chinensis; Machilus breviflora; Myrsine seguinii; Ardisia lindleyana,,,,,,WRB,Ferralsols,,,,




















































































