exp_name,sit_name,sit_lat,sit_long,datum,elevation,site_notes,MAT,MAT_refPeriod,MAP,MAP_refPeriod,biome,leafPheno,species,landscape_position,slope,soil_drainage,soil_taxon_sys,soil_taxon,parent_material,aspect,soil_texture_class,country,permafrost,soil_depth
SWELTR,BCI,9.16,-79.85,WGS84,60,coordinates and elevation from Posada et al. 2011,26,,2600,,tropical forest,,Anarcardium excelsum; Poulsenia armata,,,,USDA,Dystric Eutrudepts,igneous extrusive (conglomerate basalt and sandstone),,,,,













