exp_name,sit_name,sit_lat,sit_long,datum,elevation,country,MAT,MAT_refPeriod,MAP,MAP_refPeriod,biome,leafPheno,species,landscape_position,slope,aspect,soil_drainage,soil_texture_class,soil_taxon_sys,soil_taxon,parent_material,site_notes,permafrost,soil_depth
FutureClim,Aqueduct,-36.372358,148.431196,,1600,Australia,6.3,2010-2024,2144,2010-2024,grassland,evergreen,Poa costiniana;Carex breviculmis;Craspedia aurantia;Hovea montana;Lobelia surrepens;Olearia phlogopappa;Xerochrysum subundulatum,frost hollow shoulder,,S,,clay loam,,,igneous intrusive,burned in 2003;local weather station;local flux tower;many other plant and soil datasets,none,
















































































