exp_name,sit_name,sit_lat,sit_long,datum,elevation,MAT,MAT_refPeriod,MAP,MAP_refPeriod,biome,leafPheno,species,landscape_position,slope,aspect,soil_drainage,soil_taxon_sys,soil_taxon,parent_material,soil_texture_class,site_notes,country,permafrost,soil_depth
CiPEHR,Eight Mile Lake,63.88305556,-149.2255556,,700,-1,,378,,tundra,,Eriophorum vaginatum; Vaccinium uliginosum; Pleurozium schreberi,slope,,NE,poor,USDA,Gelisols,glacial till; loess,,,,,













