exp_name,sit_name,sit_lat,sit_long,datum,elevation,MAT,MAT_refPeriod,MAP,MAP_refPeriod,biome,leafPheno,species,landscape_position,slope,soil_drainage,soil_taxon_sys,soil_taxon,parent_material,aspect,soil_texture_class,site_notes,country,permafrost,soil_depth
PtReyes,PtReyes,37.971052,-122.73254,WGS84,125,12.5,,1774,,temperate grassland,,"Agros_
Agrotis capillaris; Festuca arundinacea; Holcus lanatus; Poa Pratensis",,,,WRB,Lixisol,sedimentary-clastics,,,,,,











































































































































